0,1,0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
1,0,0,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
0,1,0,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
0,0,1,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
1,0,0,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
0,1,0,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
0,1,0,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
0,1,0,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
1,0,0,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
1,0,0,0.56,0.45,0.16,0.922,0.432,0.178,0.26,15
0,1,0,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
1,0,0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7
0,1,0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
1,0,0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9
1,0,0,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
0,0,1,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
1,0,0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
1,0,0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
0,0,1,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
0,0,1,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9
0,0,1,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
0,0,1,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
0,1,0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15
0,1,0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13
1,0,0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
0,1,0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15
1,0,0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14
1,0,0,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10
0,1,0,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
0,0,1,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
0,1,0,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
0,0,1,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4
1,0,0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
0,0,1,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7
0,0,1,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
1,0,0,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
1,0,0,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
0,1,0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15
0,1,0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8
0,1,0,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
0,1,0,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
0,1,0,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
1,0,0,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12
1,0,0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
0,1,0,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
1,0,0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12
1,0,0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
1,0,0,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10
0,0,1,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9
0,1,0,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
1,0,0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11
0,1,0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
0,1,0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
1,0,0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
0,1,0,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
1,0,0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
0,1,0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
0,1,0,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
0,1,0,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16
0,0,1,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11
0,0,1,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
0,1,0,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16
0,1,0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,17
0,0,1,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
1,0,0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
0,1,0,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10
0,1,0,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
1,0,0,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17
1,0,0,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,17
0,1,0,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
0,1,0,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
0,1,0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
1,0,0,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12
0,0,1,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
1,0,0,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
1,0,0,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4
0,1,0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5
0,1,0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12
0,1,0,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13
0,0,1,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
1,0,0,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5
0,1,0,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
0,1,0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11
0,1,0,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
0,0,1,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11
0,0,1,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
0,0,1,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
0,1,0,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
0,0,1,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12
0,1,0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
0,0,1,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11
0,1,0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19
1,0,0,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14
0,0,1,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
0,0,1,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12
1,0,0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9
0,0,1,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15
1,0,0,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7
0,1,0,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12
0,1,0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
0,1,0,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
1,0,0,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
0,0,1,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6
0,0,1,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
0,1,0,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
0,1,0,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
0,1,0,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
1,0,0,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
0,0,1,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
0,1,0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13
0,1,0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
1,0,0,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10
1,0,0,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11
1,0,0,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9
0,0,1,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6
0,0,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
1,0,0,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
1,0,0,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
1,0,0,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
0,1,0,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
1,0,0,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
0,1,0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17
1,0,0,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
1,0,0,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
0,1,0,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12
0,1,0,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10
1,0,0,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
1,0,0,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
1,0,0,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10
0,0,1,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6
0,0,1,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7
0,0,1,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
0,0,1,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
0,0,1,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9
1,0,0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
0,1,0,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8
1,0,0,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
0,1,0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6
0,1,0,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12
0,1,0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
0,1,0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
1,0,0,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9
0,1,0,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12
1,0,0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
1,0,0,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
1,0,0,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
0,1,0,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
0,0,1,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
0,0,1,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6
0,0,1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
0,0,1,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
0,0,1,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7
0,0,1,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
0,0,1,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8
0,0,1,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
0,0,1,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7
0,0,1,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8
0,0,1,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7
0,0,1,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
0,0,1,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
1,0,0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
0,1,0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9
0,0,1,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7
0,1,0,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
0,1,0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
1,0,0,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
1,0,0,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
0,1,0,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11
0,1,0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
1,0,0,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
1,0,0,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9
1,0,0,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
1,0,0,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
0,1,0,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
1,0,0,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8
0,1,0,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10
1,0,0,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
0,1,0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
0,1,0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
0,1,0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
1,0,0,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
1,0,0,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12
0,0,1,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4
0,0,1,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
0,0,1,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6
0,0,1,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7
0,0,1,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6
0,0,1,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
0,0,1,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
0,0,1,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,7
0,0,1,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8
0,0,1,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
0,1,0,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
0,0,1,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
0,0,1,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8
0,0,1,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
0,0,1,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
0,0,1,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8
0,1,0,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
0,0,1,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
0,0,1,0.53,0.4,0.125,0.617,0.279,0.127,0.19,8
1,0,0,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
1,0,0,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
1,0,0,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
1,0,0,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
0,0,1,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8
1,0,0,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9
1,0,0,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
1,0,0,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
1,0,0,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9
1,0,0,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
1,0,0,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10
0,1,0,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
1,0,0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
0,1,0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
0,1,0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
1,0,0,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
1,0,0,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
0,1,0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
0,1,0,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9
0,1,0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
1,0,0,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
1,0,0,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
1,0,0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
0,1,0,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
0,0,1,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
0,0,1,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
0,0,1,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
0,0,1,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
0,0,1,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6
0,0,1,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
0,0,1,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
0,0,1,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8
1,0,0,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
0,0,1,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9
0,0,1,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
0,0,1,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7
0,0,1,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10
0,0,1,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
0,0,1,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
0,0,1,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
0,1,0,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
0,0,1,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10
0,0,1,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
0,0,1,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10
1,0,0,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10
1,0,0,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
0,1,0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
1,0,0,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
0,1,0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
0,1,0,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
0,0,1,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11
1,0,0,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
1,0,0,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
1,0,0,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
1,0,0,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
0,1,0,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
1,0,0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
0,1,0,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
0,0,1,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
0,0,1,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
0,0,1,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7
1,0,0,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6
0,0,1,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7
0,0,1,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6
0,0,1,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
0,0,1,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
1,0,0,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8
1,0,0,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9
1,0,0,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
0,1,0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
1,0,0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
0,1,0,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
1,0,0,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
1,0,0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11
1,0,0,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
1,0,0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
0,0,1,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5
0,0,1,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5
0,0,1,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6
0,0,1,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7
0,0,1,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
0,0,1,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7
0,0,1,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7
0,0,1,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
0,0,1,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
0,0,1,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
0,0,1,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
0,0,1,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
0,0,1,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8
0,0,1,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8
0,0,1,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
0,0,1,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7
0,0,1,0.525,0.4,0.14,0.654,0.305,0.16,0.169,7
1,0,0,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9
0,0,1,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9
0,0,1,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
0,0,1,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8
0,0,1,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
0,0,1,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8
1,0,0,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10
0,0,1,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9
0,0,1,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10
1,0,0,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10
1,0,0,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10
0,1,0,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
1,0,0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
0,0,1,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8
1,0,0,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9
1,0,0,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
0,1,0,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
1,0,0,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
0,1,0,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
0,0,1,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11
0,0,1,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9
0,0,1,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10
1,0,0,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11
1,0,0,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
0,0,1,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9
1,0,0,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
1,0,0,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
1,0,0,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
1,0,0,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
1,0,0,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
0,1,0,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
1,0,0,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
0,1,0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
0,1,0,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
0,1,0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
1,0,0,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
1,0,0,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
1,0,0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12
1,0,0,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
0,1,0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
0,1,0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14
0,0,1,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10
0,0,1,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8
0,1,0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
0,1,0,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
1,0,0,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11
0,0,1,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7
0,0,1,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6
0,0,1,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7
0,0,1,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
